Workbook: 2 worksheets. Cell values are tab-separated rows; "Formulas" lists formula cells by source (which can differ from the displayed value).

## Sheet: Torque Log — 1120 rows × 12 columns (A1:L1120)
Flanged Connections - Torque Verification Log											
							Date:  		9/1/2025		
							Location Name:  		DP-318		
							CHVERON PIC:  		SCOTT GREEN		
							Construction  Company:  		FORTRESS DS		
[2 empty rows]
Torque Wrench Number			Last Calibration Date			Calibration Certificates Submitted? (Y/N)			Note:  A marked up ISO Map with the associated Flange #'s as listed below must accompany this Torque Log when turned over to Noble.		
12511 5125 (30-250 LB)			6/25/2025			Yes					
12511 5155  (30-250 LB)			5/2/2025			Yes					
122360 O480 (100-600 LB)			5/1/2025			Yes					
10240 4463 (20-250 LB) 			6/25/2025			Yes			Total Flanges		718
032460 0808 (200-1000 LB)			2/4/2025			Yes			# of Flanges Inspected		205
0224900 0218 (50-250 LB)			12/4/2024			Yes			Inspection Percentage		28.6%
[2 empty rows]
ISO Flange #	ISO Number	Flange Pipe Size (in)	Bolt Diameter (in)	# of Bolts	Required Torque (ft-lbs)	Actual Torque (ft-lbs)	Wrench ID #	Torque Date	Employee Initials	Inspection Date	Inspector Initials
553	4-PG-63031-DCM 1-4	2" 600	5/8"	8	60-80	80	5155	3/17/2026	IG EC		
554	2-PG-63032-DCM 1-2	2" 600	5/8"	8	60-80	80	4463	3/19/2026	AN		
555	4-PG-63031-DCM 1-4	4" 600	 7/8	8	190-320	300	0480	3/17/2026	IG EC		
556	4-PG-63031-DCM 1-4	4" 600	 7/8	8	190-320	300	0480	3/17/2026	IG EC		
557	4-PG-63031-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/17/2026	IG EC	3/19/2026	KK
558	4-PG-63031-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/17/2026	IG EC	3/19/2026	KK
559	4-PG-63031-DCM 4-4	4" 600	 7/8	8	190-320	320	0480	3/17/2026	IG EC		
560	4-PG-63031-DCM 4-4	4" 600	 7/8	8	190-320	320	0480	3/17/2026	IG EC	3/19/2026	KK
561	4-PG-63038 BCM 1-2	2"  300	5/8"	8	60-80	80	5155	3/4/2026	OV		
562	4-PG-63038 BCM 1-2	2"  300	5/8"	8	60-80	80	5155	3/17/2026	IG EC		
563	4-VG-63039-ACM 1-1	3" 150	 5/8	4	90-120	120	5155	3/17/2026	IG EC		
564	4-PG-63038 BCM 1-2	4" 300	 3/4	8	100-200	200	5155	3/4/2026	OV		
565	4-PG-63038 BCM 1-2	4" 300	 3/4	8	100-200	140	5155	10/3/2025	AN		
566	4-PG-63031-DCM 1-4	3" 600	 3/4	8	100-150	150	5155	3/17/2026	IG EC	3/19/2026	KK
567	3-PG-63031-DCM 1-3	3" 600	 3/4	8	100-150	150	5155	3/13/2026	IG EC	3/19/2026	KK
568	3-PG-63031-DCM 1-3	3" 600	 3/4	8	100-150	150	5155	3/13/2026	IG EC		
569	3-PG-63031-DCM 1-3	3" 600	 3/4	8	100-150	150	5155	3/13/2026	IG EC		
570	3-PG-63031-DCM 1-3	3" 600	 3/4	8	100-150	150	5155	3/4/2026	OV	3/19/2026	KK
571	3-PG-63031-DCMB 3-3	3" 600	 3/4	8	100-150	150	5155	3/4/2026	OV	3/19/2026	KK
572	3-PG-63031-DCMB 3-3	3" 600	 3/4	8	100-150	150	5155	3/4/2026	OV		
573	3-PG-63031-DCMB 3-3	3" 600	 3/4	8	100-150	1200	5125	10/3/2025	AN	3/18/2026	KK
577	3-VG-63055-ACM 1-1	2" 150	5/8"	4	60-120	120	5155	3/12/2026	IG EC		
578	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/16/2026	IG EC	3/18/2026	KK
579	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/16/2026	IG EC	3/18/2026	KK
580	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/16/2026	IG EC		
581	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/16/2026	IG EC	3/18/2026	KK
582	4-PG-63051-DCM 1-4	2" 600	5/8"	8	60-80	70	4463	3/18/2026	NL		
583	2-PG-63052-DCM 1-2	2" 600	5/8"	8	60-80	90	4463	3/19/2026	IG		
584	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/16/2026	EC		
585	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/16/2026	IG 		
586	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/16/2026	IG EC		
587	4-PG-63051-DCM 1-4	4" 600	 7/8	8	190-320	320	0480	3/12/2026	IG EC		
588	4-PG-63051-DCMD 4-4	4" 600	 7/8	8	190-320	320	0480	3/12/2026	IG EC		
589	4-PG-63051-DCMD 4-4	4" 600	 7/8	8	190-320	320	0480	3/12/2026	IG EC		
590	4-PG-63058-BCM 1-2	2"  300	5/8"	8	60-80	80	5155	3/12/2026	IG EC		
591	4-PG-63058-BCM 1-2	2"  300	5/8"	8	60-80	80	5155	3/12/2026	IG EC		
592	4-VG-63059-ACM	3" 150	 5/8	4	90-120	120	5155	3/20/2026	IG EC		
593	4-PG-63058-BCM 1-2	4" 300	 3/4	8	100-200	80	5155	3/12/2026	IG EC		
594	4-PG-63058-BCM 1-2	4" 300	 3/4	8	100-200	80	5155	10/20/2025	EC		
595	4-PG-63051-DCM 1-4	3" 600	 3/4	8	100-150	150	5155	3/16/2026	EC		
596	3-PG-63051-DCM 1-2	3" 600	 3/4	8	100-150	150	5155	3/12/2026	IG EC	3/18/2026	KK
597	3-PG-63051-DCM 1-2	3" 600	 3/4	8	100-150	150	5155	3/12/2026	IG EC	3/18/2026	KK
598	3-PG-63051-DCM 1-2	3" 600	 3/4	8	100-150	150	5155	3/12/2026	IG EC		
599	3-PG-63051-DCM 1-2	3" 600	 3/4	8	100-150	150	5155	3/5/2026	IG EC	3/18/2026	KK
600	3-PG-63051-DCMB 2-2	3" 600	 3/4	8	100-150	150	5155	3/5/2026	IG EC	3/18/2026	KK
601	3-PG-63051-DCMB 2-2	3" 600	 3/4	8	100-150	150	5155	3/5/2026	IG EC		
602	3-PG-63051-DCMB 2-2	3" 600	 3/4	8	100-150	150	5155	2/10/2026	AC EC		
603	6-PG-63003-ACM 1-4	6" 300	 3/4	12	110-200	160	5155	10/3/2025	AN	3/19/2026	KK
604	6-PG-63005-ACM 1-4	6" 300	 3/4	12	110-200	200	5155	10/20/2025	EC	3/18/2026	KK
605	4-PG-63051-DCM 1-4	2" 600	5/8"	8	60-80	80	5155	3/16/2026	IG EC		
606	6-PG-63005-ACM 1-4	6" 300	 3/4	12	110-200	200	5155	3/17/2026	IG EC		
607	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/8/2025	IG/EC		
608	A1-8-PF-2100-BCM	8" 300	 7/8	12	180-320	320	0480	11/10/2025	AN	3/26/2026	KK
609	A1-6PF-21001-BCM	6" 300	3/4"	12	110-200	200	5155	11/10/2025	AN		
610	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	5155	11/10/2025	AN	. . 	KK
611	A1-2PF-21014-DCN	4" 600	 7/8	8	190-320	320	0480	9/12/2025	CM		
612	A1-2-PF-93001-DCN	4" 600	 7/8	8	190-320	320	0480	9/12/2025	CM		
613	A1-2-FG-9100-ACM	2" 150	5/8"	4	60-120	120	5155	9/8/2025	IG EC		
614	A1-2-FG-9100-ACM	2" 150	5/8"	4	60-120	120	5155	9/8/2025	AN		
615	A1-3-IA-92100-ACM	3"	3/4"	8	100-150	150	5155	10/31/2025	IG EC		
616	A1-2-FG-9100-ACM	2" 150	5/8"	4	60-120	120	5155	9/8/2025	AN		
617	A1-2-FG-91051-ACM	2" 150	5/8"	4	60-120	120	5155	9/8/2025	AN		
618	A1-2-FG-91051-ACM	2" 150	5/8"	4	60-120	120	5155	9/8/2025	AN		
619	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5155	11/10/2025	AN		
620	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5155	11/10/2025	AN		
621	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5155	11/10/2025	AN		
622	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	11/24/2025	IM		
623	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	11/24/2025	IM		
624	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/8/2025	IG/EC		
625	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/8/2025	IG/EC		
626	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5155	11/10/2025	EC		
627	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5123	11/10/2025	EC		
628	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	11/24/2025	IM	3/26/2026	KK
629	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	EG	3/26/2026	KK
630	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/30/2025	IG/EC		
631	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/30/2025	IG/EC		
632	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/30/2025	IG/EC	3/26/2026	KK
633	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/30/2025	IG/EC	3/26/2026	KK
634	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	EG	3/26/2026	KK
635	A1-6PF-21001-BCM	6" 300	3/4"	12	110-200	160	5123	9/8/2025	EC		
636	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5123	9/8/2025	EC	3/26/2026	KK
637	A1-2-FG-9100-ACM	2" 150	5/8"	4	60-120	120	5155	9/8/2025	AN	3/26/2026	KK
638	A1-2-PF-93001-DCN	2" 600	5/8"	8	60-80	70	5125	9/7/2025	IG	3/26/2026	KK
639	A1-2-FG-9100-ACM	2" 150	5/8"	4	60-120	120	5123	9/7/2025	EC	3/26/2026	KK
640	A1-3-IA-92100-ACM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	IG EC	3/26/2026	KK
641	A1-2-FG-91051-ACM	2" 150	5/8"	4	60-120	120	5155	9/7/2025	AN		
642	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5123	9/8/2025	EC		
643	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5123	9/8/2025	EC		
644	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	IC	3/26/2026	KK
645	A1-2-FG-91051-ACM	2" 150	5/8"	4	60-120	120	5125	10/15/2025	AN		
646	A1-2-FG-91051-ACM	2" 150	5/8"	4	60-120	120	5125	10/15/2025	AN		
647	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5125	10/15/2025	AN		
648	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	160	5125	10/15/2025	AN		
649	A1-6PF-21001-BCM	6" 300	3/4"	12	110-200	160	5125	10/15/2025	AN		
650	A1-6PF-21001-BCM	6" 300	3/4"	12	110-200	200	5125	10/15/2025	AN		
651	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/8/2025	IG		
652	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	CM		
654	A-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/15/2025	CM		
655	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/15/2025	CM		
656	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	IC		
657	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	IC		
658	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	CM		
659	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	CM		
660	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	CM		
661	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/9/2025	IC		
662	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/9/2025	IC		
663	A1-6PF-21001-BCM	6" 300	3/4"	12	110-200	200	0216	9/15/2025	CM		
664	A1-2PF-21014-DCN	2" 600 	5/8"	8	60-80	80	5125	9/30/2025	EC		
665	A1-2-PF-93001-DCN	2" 600 	5/8"	8	60-80	80	5125	9/30/2025	EC		
666	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
667	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
668	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
669	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/12/2025	EC	3/26/2026	
670	A1-2-FG-9100-ACM	2" 150	5/8"	4	60-120	120	5155	9/7/2025	AN	3/26/2026	KK
671	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
672	A1-2-FG-91051-ACM	2" 150	5/8"	4	60-120	120	5155	9/7/2025	IG	3/26/2026	KK
673	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/15/2025	CM		
674	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
675	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/9/2025	IC		
676	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/9/2025	IC	3/26/2026	
677	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	CM		
678	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG		
679	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
680	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
681	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/9/2025	IC	3/26/2026	
682	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/9/2025	IC	3/26/2026	
683	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/12/2025	IG	3/26/2026	KK
684	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/12/2025	IG	3/26/2026	KK
685	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/12/2025	IG	3/26/2026	KK
686	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	IC	3/26/2026	KK
687	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/12/2025	IG	3/26/2026	KK
688	A1-6-PF-21001-BCM	6" 300	3/4"	12	110-200	200	0216	9/12/2025	CM		
689	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN		
690	A1-2-PF-93001-DCN	2" 150	5/8"	8	60-80	80	5155	9/30/2025	IG		
691	A1-2-PF-93001-DCN	2" 150	5/8"	8	60-80	80	5155	9/30/2025	IG		
692	A1-2-FG-91100-ACM	2" 150	5/8"	4	60-120	120	5155	9/7/2025	IG		
693	A1-3-IA-92100-ACM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	AN		
694	A1-2-FG-91051-ACM	2" 150	5/8"	4	60-120	120	0218	10/10/2025	IG EC		
695	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN		
696	A1-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN		
697	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG		
698	A1-12-PG-60010-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG/EC		
699	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	IC		
700	A1-8-PF-2100-BCM	8" 300	7/8"	12	180-320	320	0480	9/8/2025	IC		
701	A1-6PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN		
702	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG/EC	3/26/2026	KK
703	A1-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG/EC	3/26/2026	KK
704	A1-6PF-21001-BCM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN	3/26/2026	KK
705	A1-6PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN	3/26/2026	KK
706	A1-6PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN	3/26/2026	KK
707	A2-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG/EC		
708	A2-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG/EC	3/26/2026	KK
709	A2-8-PF-21100-BCM	8" 300	7/8"	12	180-320	320	0808	10/23/2025	IC		
710	A2-6PF-21001-BCM	6" 300	3/4"	12	110-200	200	0216	9/15/2025	CM		
711	A2-6-PW-41001-BLM	6" 300	3/4"	12	110-200	200	0216	9/15/2025	CM		
712	A1-6PF-21001-BCM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN		
713	A1-6PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN		
714	A1-6PW-41001-BLM	6" 300	3/4"	12	110-200	200	0218	9/30/2025	AN		
715	A2-12-PG-60001-BCM	12"	1 1/8"	16	360	700	0808	9/15/2025	IG/EC		
716	A1-6PF-21001-BCM	6" 300	3/4"	16	110-200	700	0218	9/30/2025	AN		
717	A2-2-PF-21014-DCN	2" 600	5/8"	8	60-80	80	5123	9/15/2025	AN		
718	A2-2-PF-21014-DCN	2" 600	5/8"	8	60-80	80	5123	9/15/2025	AN		
719	A2-2-PF-21014-DCN	2" 600	5/8"	8	60-80	80	5123	9/15/2025	AN		
720	A2-2-PF-93001-DCN	2" 600	5/8"	8	60-80	80	5123	9/15/2025	AN	3/26/2026	KK
721	A2-2-FG-91100-ACM	2" 150	5/8"	4	60-120	120	5155	9/15/2025	AN		
722	A2-3-IA-92100-ACM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	IG EC	3/26/2026	KK
723	A2/A1-2FG-91051-ACM	2" 150	5/8"	4	60-120	120	5155	9/15/2025	AN	3/26/2026	KK
724	A2.1/A2-8-PG-70001-ACM	8" 150	3/4"	8	180-200	200	5155	9/30/2025	IC		
725	A2.1/A2-3-IA-92100-ACM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	AN	3/26/2026	KK
726	A2.1/A2-2-FG-91100-ACM	2" 150	5/8"	4	60-120	120	5155	9/15/2025	EC	3/26/2026	KK
727	A2.1/A2-PF-93001-DCN	2" 600	5/8"	8	60-80	70	0216	9/15/2025	EC		
728	A2.1/A2-6-PO-30002-ACM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
729	A2.1/A2-6-PW-41002-ALM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
730	A2.1/A2-6-PF-21001-BCM	6" 300	3/4"	12	110-200	200	5123	9/12/2025	AN		
731	A2.1/A2-6-PO-30001-ACM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
732	A2.1/A2-8-PF-21100-BCM	8" 300	7/8"	12	180-320	320	0480	9/30/2025	AN		
733	A2.1/A2-4-PG-63200-DCM	2" 600	5/8"	8	60-80	70	0216	9/15/2025	EC		
734	A2.1/A2-8-PF-21100-BCM	8" 300	7/8"	12	180-320	320	0480	9/30/2025	AN	3/26/2026	KK
735	A2.1/A2-6-PO-30002-ACM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
736	A2.1/A2-6-PW-41002-ALM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
737	A2.1/A2-6-PF-21001-BCM	6" 300	3/4"	12	110-200	200	5123	9/12/2025	AN		
738	A2.1/A2-6-PO-30002-ACM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
739	A2.1/A2-6-PW-41002-ALM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
740	A3/A2.1-8-PG-70001-ACM	8" 150	3/4"	8	180-200	200	5155	9/30/2025	AN	3/26/2026	KK
741	A3/A2.1-3-IA-92100-ACM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	IG EC	3/26/2026	KK
742	A3/A2.1-PF-93001-DCN	2" 600	5/8"	8	60-80	70	0216	9/15/2025	EC	3/26/2026	KK
743	A3/A2.1-6-PO-30002-ACM	6" 150	3/4"	12	110-200	200	5123	9/12/2025	AN		
744	A3/A2.1-6-PW-41002-ALM	6" 150	3/4"	8	130-200	200	5155	9/30/2025	EC		
745	A3/A2.1-6-PF-21001-BCM	6" 300	3/4"	12	110-200	200	5155	9/30/2025	EC		
746	A3/A2.1-6-PO-30001-ACM	6" 150	3/4"	12	110-200	200	5155	9/30/2025	EC		
747	A3/A2.1-8-PF-21100-BCM	8" 300	7/8"	12	180-320	320	0480	9/30/2025	AN	3/26/2026	KK
748	A3/A2.1-8-PF-21100-BCM	8" 300	7/8"	12	180-320	320	0480	9/30/2025	AN		
749	A4/A3-2-PG-60001-BCM	2"  300	5/8"	8	60-80	80	5155	9/30/2025	IG EC		
750	A4/A3-8-PF-2100-BCM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	IG EC		
751	A4/A3-6PF-21001-BCM	6" 300	3/4"	12	110-200	200	5155	9/30/2025	EC		
752	A4/A3-6-PW-41001-BLM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	IG EC		
753	A4/A3-2PF-21014-DCN	2" 600 	5/8"	8	60-80	80	5125	9/15/2025	IG		
754	E2-6-PW-41002-ALM	6" 150	3/4"	8	130-200	200	5155	11/27/2025	EC IG 		
755	E2-4-CO-31051-ACM	4" 150	5/8"	8	70-120	120	5155	9/12/2025	EC	3/26/2026	KK
756	E2-8-PO-30002-ACM	6" 150	3/4"	8	130-200	200	9125	11/12/2025	AN		
757	E2-6-PO-30001-ACM	6" 150	3/4"	8	130-200	200	5155	11/27/2025	EC IG 		
758	E2-4-CO-31050-ACM	4" 150	5/8"	8	70-120	120	5155	9/12/2025	EC	3/26/2026	KK
759	E2-3-PG-70005-ACM	3" 150	 5/8	4	90-120	120	5155	10/31/2025	IG EC		
760	E1-2-FG-91500-ACM	2" 150	5/8"	4	60-120	120	0216	9/7/2025	IG	3/26/2026	KK
761	E1-2-PF-93005-DCN	2" 600 	5/8"	8	60-80	80	5155	9/16/2025	IG	3/26/2026	KK
762	C1-2-PF-93003-DCN	2" 600 	5/8"	8	60-80	80	5155	10/23/2025	IG	3/26/2026	KK
763	C1-3-IA-92300-ACM	3" 150	 5/8	4	90-120	120	5155	10/23/2025	IG EC	3/26/2026	KK
764	C1-3-CO-69003-BCM	3" 300	3/4"	8	100-150	150	0216	9/25/2025	AN		
765	C1-4-PG-63200-DCM	4" 600	 7/8	8	190-320	320	0480	9/15/2025	AN		
766	C1-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	0216	9/25/2025	AN		
767	C1-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	0216	9/25/2025	AN		
768	C1-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	5155	9/25/2025	AN		
769	C1-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	5155	9/25/2025	IG EC	3/26/2026	KK
770	6-VG-710305-ACM	6" 150	3/4"	8	130-200	200	5155	11/27/2025	EC IG 	3/26/2026	KK
771	4-PG-710305-ACM	4" 150	5/8"	8	70-120	120	5155	9/15/2025	EC	3/26/2026	KK
772	4-PG-710305-ACM	4" 150	5/8"	8	70-120	120	5155	9/15/2025	EC	3/26/2026	KK
773	6-VG-70101-ACM	6" 150	3/4"	8	130-200	200	5155	11/27/2025	EC IG 		
774	4-PG-70003-ACM	4" 150	5/8"	8	70-120	120	5155	9/15/2025	EC		
775	4-PG-70003-ACM	4" 150	5/8"	8	70-120	120	5155	11/11/2025	EC		
776	C2-2-PF-93003-DCN	2" 600 	5/8"	8	60-80	80	4463	10/23/2025	CM		
777	C2-3-IA-92300-ACM	3" 150	 5/8	4	90-120	120	5155	9/25/2025	IG EC		
778	C2-3-CO-69003-BCM	3" 300	3/4"	8	100-150	150	0218	9/25/2025	IG EC	3/26/2026	KK
779	C2-6-PG-6001-BCM	6" 300	3/4"	12	110-200	200	5155	9/30/2025	EC		
780	C2-4-PG-63200-DCM	4" 600	 7/8	8	190-320	320	0480	9/15/2025	AN		
781	C2-4-PG-63200-DCM	4" 600	 7/8	8	190-320	320	0480	9/15/2025	AN		
782	C2-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	0218	9/25/2025	IG EC		
783	C2-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	0218	9/25/2025	IG EC		
784	C2-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC		
785	C2-3-PG-80312-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC	3/26/2026	KK
786	C3-PG-830303-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC		
787	C3-PG-830301-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC		
788	C3-PG-830301-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC		
789	C3-PG-830301-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC		
790	C3-PG-830301-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC		
791	C2-4-PG-63200-DCM	4" 600	 7/8	8	190-320	320	0480	9/15/2025	AN		
792	C2-4-PG-63200-DCM	4" 600	 7/8	8	190-320	320	0480	9/15/2025	AN		
793	C2-4-PG-63200-DCM	4" 600	 7/8	8	190-320	320	0480	9/15/2025	AN		
794	C3-8-PG-63000-BCM	6" 150	3/4"	8	130-200	200	9125	11/12/2025	AN		
795	C3-8-PG-63000-BCM	6" 150	3/4"	8	130-200	200	9125	11/12/2025	AN	3/26/2026	KK
796	C3-PG-830303-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC	3/26/2026	KK
797	C3-PG-830303-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC	3/26/2026	KK
798	C3-3-IA-92300-ACM	3" 150	 5/8	4	90-120	120	5155	10/23/2025	IG EC	3/26/2026	KK
799	C3-3-IA-92300-ACM	3" 150	 5/8	4	90-120	120	5155	10/23/2025	IG EC	3/26/2026	KK
800	C3-3-CO-69003-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC		
801	C3-3-CO-69003-BCM	3" 300	3/4"	8	100-150	150	0218	10/23/2025	IG EC	3/26/2026	KK
802	C3-2-PF-93003-DCN	2" 600 	5/8"	8	60-80	80	4463	10/23/2025	CM		
803	C3-2-PF-93003-DCN	2" 600 	5/8"	8	60-80	80	4463	10/23/2025	CM		
804	C3-2-CO-32101-ACM	2" 150	5/8"	4	60-120	120	0216	9/7/2025	CM		
805	C3-3-IA-92300-ACM	3" 150	 5/8	4	90-120	120	5155	10/23/2025	IG EC	3/26/2026	KK
806	C3-3-IA-92300-ACM	3" 150	 5/8	4	90-120	120	5155	10/23/2025	IG EC	3/26/2026	KK
[385 empty rows]
Formulas:
L12: =COUNTA(J18:J1479)
L13: =COUNTA(L18:L1479)
L14: =IFERROR(L13/L12,"--")

## Sheet: Instructions (empty)
